,latitude,longitude
959,0.5583283,0.7750015
960,0.5517213,-1.6969923
961,0.7426637,-1.6439709
962,0.6790273,0.2834816
963,0.6153943,-1.9885933
964,1.0901815,-1.9973548
965,-0.1659949,-0.624683
966,0.7557642,-0.1462108
967,0.7465681,2.4729919
968,-0.1546077,0.230928
969,0.6831393,-1.6872237
970,-0.9250699,-1.236646
971,0.8229786,-0.0281125
972,0.6444821,-1.9451345
973,0.3865834,1.9825545
974,0.7597313,-1.2732107
975,0.2187508,-0.1387526
976,0.5276043,2.1019698
977,0.3124907,-1.0968278
978,0.1842755,-1.2518873
979,0.960151,1.4425269
980,0.4871598,2.1092653
981,0.3945893,1.8879575
982,0.5396157,0.5183
983,0.9964566,0.1719017
984,0.8201494,0.2694719
985,0.6413142,-0.1057689
986,0.7342932,-1.2255946
987,0.6798215,-1.6696447
988,0.7058268,-1.9113101
989,0.570686,-0.2927703
990,0.8326425,-1.8185109
991,-0.3572462,-0.9542151
992,0.343603,-1.3942178
993,0.7860038,0.6836542
994,0.8471531,0.1331377
995,0.8248461,0.1979901
996,0.2638763,2.5434509
997,-0.1288023,1.9685045
998,-0.6620767,-1.0048436
999,0.2701124,0.7717794
1000,0.4285377,0.6929847
1001,-0.747631,2.5745351
1002,-0.4072481,-0.8923886
1003,1.0595824,-2.3573639
1004,-0.1246022,-1.3698985
1005,0.7486817,-0.1468719
1006,0.1109546,0.0416148
1007,-0.1462226,-1.3015671
1008,-0.2869077,-0.6820903
1009,-0.4285691,0.4523579
1010,-0.4492006,-0.9507402
1011,0.8676171,-2.1796894
1012,-0.1247183,-0.6099684
1013,0.5492045,-1.5592265
1014,0.1036239,2.0254721
1015,0.4681706,1.3231725
1016,0.5035729,-1.691547
1017,-0.2201488,-1.208267
1018,0.0951698,-0.9632088
1019,0.6589491,-1.5535368
1020,0.8439924,0.6126211
1021,0.7515614,1.2998793
1022,0.906819,0.0774441
1023,1.0608076,-2.8246059
